school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,nursery,internet,guardian,traveltime,higher,romantic,famrel,freetime,goout,studytime_mat,failures_mat,schoolsup_mat,famsup_mat,paid_mat,activities_mat,Dalc_mat,Walc_mat,health_mat,absences_mat,G1_mat,G2_mat,G3_mat,studytime_por,failures_por,schoolsup_por,famsup_por,paid_por,activities_por,Dalc_por,Walc_por,health_por,absences_por,G1_por,G2_por,G3_por,studytime
GP,F,18,U,GT3,T,2,2,at_home,services,home,yes,yes,mother,1,yes,yes,4,3,3,3,0,no,yes,yes,yes,1,1,3,0,9,10,0,3,0,no,yes,no,yes,1,1,3,0,11,12,13,6
GP,M,18,R,LE3,A,3,4,other,other,reputation,yes,yes,mother,2,yes,no,4,2,5,2,0,no,yes,yes,yes,3,4,1,13,17,17,17,2,0,no,yes,no,yes,3,4,1,6,15,16,16,4
GP,M,17,U,GT3,T,3,1,services,other,other,yes,yes,mother,1,yes,yes,5,4,4,2,0,no,no,yes,yes,3,4,5,2,9,9,10,2,0,no,no,no,yes,3,4,5,0,11,11,14,4
GP,F,18,R,GT3,T,4,4,teacher,other,reputation,yes,yes,mother,2,yes,no,4,3,4,2,0,no,no,yes,yes,2,2,4,8,12,10,11,2,0,no,no,no,yes,2,2,4,8,10,11,12,4
GP,M,18,U,GT3,T,4,2,health,other,reputation,yes,yes,father,1,yes,yes,5,4,5,2,0,no,yes,yes,yes,1,3,5,10,10,9,10,2,0,no,yes,no,yes,1,3,5,4,10,12,14,4
GP,F,18,R,GT3,T,2,1,other,other,reputation,yes,yes,mother,2,no,yes,4,3,5,2,0,no,yes,no,no,1,2,3,0,6,0,0,2,0,no,yes,no,no,1,2,3,12,8,9,10,4
GP,F,19,U,GT3,T,3,3,other,services,home,yes,yes,other,1,yes,no,4,3,5,2,2,no,yes,yes,yes,3,3,5,15,9,9,9,2,0,no,yes,no,yes,3,3,5,16,11,12,12,4
GP,F,18,U,GT3,T,2,3,other,services,reputation,yes,yes,father,1,yes,yes,4,5,5,4,0,no,yes,yes,yes,1,3,2,4,15,14,14,4,0,no,yes,no,yes,1,3,2,10,16,16,16,8
GP,F,18,U,LE3,T,1,1,other,other,home,no,no,mother,2,yes,no,4,4,3,2,0,no,yes,yes,no,1,1,3,2,11,11,11,2,0,no,yes,no,no,1,1,3,2,13,13,13,4
GP,M,17,R,GT3,T,1,2,at_home,at_home,home,no,no,mother,1,yes,yes,3,5,2,2,0,no,yes,yes,yes,2,2,1,2,15,14,14,2,0,no,yes,no,yes,2,2,1,2,16,17,18,4
GP,F,17,U,GT3,T,2,4,at_home,health,reputation,yes,yes,mother,2,yes,yes,4,3,3,2,0,no,yes,yes,no,1,1,1,2,10,10,10,2,0,no,yes,no,no,1,1,1,6,15,16,16,4
GP,F,17,U,LE3,T,2,2,services,other,course,yes,yes,mother,2,yes,yes,4,4,4,2,0,yes,yes,yes,no,2,3,5,6,12,12,12,2,0,yes,yes,no,no,2,3,5,6,12,12,12,4
GP,F,18,R,GT3,A,3,2,other,services,home,no,yes,mother,2,no,yes,4,1,1,2,0,no,no,no,no,1,1,5,75,10,9,9,2,0,no,no,no,no,1,1,5,15,12,9,10,4
GP,M,18,U,GT3,T,4,4,teacher,services,home,yes,yes,mother,2,yes,no,3,2,4,1,0,no,no,yes,yes,1,4,3,22,9,9,9,1,0,no,no,no,yes,1,4,3,6,11,12,12,2
GP,F,18,U,GT3,T,4,4,health,health,reputation,yes,yes,father,1,yes,yes,2,4,4,2,1,yes,yes,no,yes,1,1,4,15,9,8,8,2,1,yes,yes,no,yes,1,1,4,2,14,12,13,4
GP,M,18,U,LE3,T,4,3,teacher,services,course,yes,yes,mother,2,yes,no,4,2,3,1,0,no,no,yes,yes,1,2,1,8,10,11,10,1,0,no,no,no,yes,1,2,1,0,10,10,10,2
GP,M,17,U,LE3,A,4,1,services,other,home,yes,yes,mother,2,yes,yes,4,5,4,1,0,no,no,yes,yes,2,4,5,30,8,8,8,1,0,no,no,no,yes,2,4,5,22,11,11,10,2
GP,M,17,U,LE3,A,3,2,teacher,services,home,yes,yes,mother,1,yes,no,4,4,4,1,1,no,no,no,no,3,4,3,19,11,9,10,1,0,no,no,no,no,3,4,3,18,13,13,13,2
GP,F,18,R,LE3,T,1,1,at_home,other,reputation,yes,no,mother,2,yes,no,5,2,2,4,0,no,yes,yes,yes,1,1,3,1,12,12,12,4,0,no,yes,no,yes,1,1,3,2,17,17,18,8
GP,F,18,U,GT3,T,1,1,other,other,home,yes,yes,mother,2,yes,no,5,4,4,2,0,yes,no,no,yes,1,1,4,4,8,9,10,2,0,yes,no,no,yes,1,1,4,0,12,13,13,4
GP,F,17,U,GT3,T,2,2,other,other,course,no,yes,mother,1,yes,no,5,4,5,2,0,no,yes,no,no,1,2,5,4,10,9,11,2,0,no,yes,no,no,1,2,5,12,12,12,14,4
GP,M,17,U,GT3,T,1,1,other,other,reputation,no,yes,father,1,yes,no,4,3,3,2,0,no,no,yes,no,1,2,4,2,12,10,11,2,0,no,no,no,no,1,2,4,0,12,12,12,4
GP,F,18,U,GT3,T,2,2,at_home,at_home,other,yes,yes,mother,1,yes,no,4,3,3,3,0,no,yes,yes,no,1,2,2,5,18,18,19,3,0,no,yes,no,no,1,2,2,0,18,18,18,6
GP,F,17,U,GT3,T,1,1,services,teacher,reputation,yes,yes,mother,1,yes,no,4,3,3,3,0,no,yes,yes,no,1,1,3,6,13,12,12,3,0,no,yes,no,no,1,1,3,0,13,13,14,6
GP,M,18,U,GT3,T,2,1,services,services,reputation,yes,yes,mother,1,yes,no,4,2,4,3,0,no,no,yes,yes,1,3,2,6,15,14,14,3,0,no,no,no,yes,1,3,2,0,14,15,15,6
GP,M,18,U,LE3,A,4,4,teacher,teacher,reputation,yes,yes,mother,1,yes,no,5,4,3,2,0,no,yes,yes,yes,1,1,2,9,15,13,15,2,0,no,yes,no,yes,1,1,2,0,17,17,17,4
GP,M,18,U,GT3,T,4,2,teacher,other,home,yes,yes,mother,1,yes,yes,4,3,2,2,0,no,yes,yes,yes,1,4,5,11,12,11,11,2,0,no,yes,no,yes,1,4,5,2,15,16,16,4
GP,F,17,U,GT3,T,4,3,health,services,reputation,yes,yes,mother,1,yes,no,4,2,2,3,0,no,yes,yes,no,1,2,3,0,15,15,15,3,0,no,yes,no,no,1,2,3,0,17,18,18,6
GP,F,17,R,LE3,T,3,1,services,other,reputation,yes,no,mother,2,yes,no,3,1,2,4,0,no,yes,yes,no,1,1,3,6,18,18,18,4,0,no,yes,no,no,1,1,3,0,18,19,19,8
GP,M,18,R,LE3,T,3,2,services,other,reputation,yes,yes,mother,2,yes,no,5,4,2,3,0,no,yes,yes,yes,1,1,4,8,14,13,14,3,0,no,yes,no,yes,1,1,4,0,14,15,15,6
GP,M,17,U,GT3,T,3,3,health,other,home,yes,yes,mother,1,yes,no,4,4,3,1,0,no,yes,yes,no,1,3,5,4,14,12,11,1,0,no,yes,no,no,1,3,5,0,14,15,15,2
GP,F,19,U,GT3,T,4,4,health,other,reputation,yes,yes,other,2,yes,no,2,3,4,2,0,no,yes,yes,yes,2,3,2,0,10,9,0,2,0,no,yes,no,yes,2,3,2,2,14,13,13,4
GP,F,18,U,LE3,T,4,3,other,other,home,yes,yes,other,2,yes,yes,4,4,5,2,0,no,yes,yes,no,1,2,2,10,10,8,8,2,0,no,yes,no,no,1,2,2,0,13,14,14,4
GP,F,18,U,GT3,T,4,3,other,other,reputation,yes,yes,father,1,yes,no,4,3,3,4,0,no,yes,yes,no,1,1,3,0,14,13,14,4,0,no,yes,no,no,1,1,3,0,16,17,17,8
GP,M,18,U,LE3,T,4,4,teacher,teacher,home,yes,yes,mother,1,yes,yes,1,4,2,1,0,no,yes,yes,no,2,2,1,5,16,15,16,1,0,no,yes,no,no,2,2,1,0,18,18,17,2
GP,F,18,U,LE3,A,4,4,health,other,home,yes,yes,mother,1,yes,yes,4,2,4,2,0,no,yes,no,no,1,1,4,14,12,10,11,2,0,no,yes,yes,no,1,1,4,0,14,15,15,4
GP,M,17,U,LE3,T,4,4,other,teacher,home,yes,yes,father,2,yes,no,4,1,1,1,0,no,no,yes,no,2,2,5,0,11,11,10,1,0,no,no,no,no,2,2,5,0,12,13,13,2
GP,F,17,U,GT3,T,4,2,other,other,reputation,yes,yes,mother,2,yes,no,4,3,3,3,0,no,yes,yes,no,1,1,3,0,15,12,14,3,0,no,yes,no,no,1,1,3,0,16,16,16,6
GP,F,17,U,GT3,T,3,2,health,health,reputation,no,yes,father,1,yes,no,5,2,2,4,0,no,yes,yes,yes,1,2,5,0,17,17,18,4,0,no,yes,no,yes,1,2,5,0,18,18,18,8
GP,M,20,U,GT3,A,3,2,services,other,course,yes,no,other,1,yes,no,5,5,3,1,0,no,no,no,yes,1,1,5,0,17,18,18,1,2,no,no,no,yes,1,1,5,0,14,15,15,2
GP,M,19,R,GT3,T,3,3,other,services,reputation,yes,no,father,1,yes,yes,4,5,3,2,1,no,no,no,yes,1,2,5,0,15,12,12,2,0,no,no,no,yes,1,2,5,0,10,10,11,4
GP,F,18,U,GT3,T,2,1,services,other,course,yes,yes,mother,2,yes,no,5,3,3,2,0,no,yes,yes,yes,1,2,1,0,8,8,0,2,0,no,yes,no,yes,1,2,1,2,12,12,15,4
GP,F,18,U,GT3,T,4,3,other,other,course,yes,yes,mother,1,yes,yes,4,3,4,3,0,no,yes,yes,yes,1,1,5,9,9,10,9,3,0,no,yes,no,yes,1,1,5,2,14,15,17,6
GP,F,17,R,GT3,T,3,4,at_home,services,course,no,yes,father,1,yes,no,4,3,4,3,0,no,yes,yes,yes,2,5,5,0,11,11,10,3,0,no,yes,no,yes,2,5,5,2,15,15,17,6
GP,F,18,U,GT3,T,4,4,teacher,other,course,yes,yes,mother,1,yes,no,4,4,4,2,0,no,yes,yes,no,3,3,5,2,11,11,11,2,0,no,yes,no,no,3,3,5,0,12,11,13,4
GP,F,17,U,GT3,A,4,3,services,services,course,yes,yes,mother,1,yes,yes,5,2,2,2,0,no,yes,yes,no,1,2,5,23,13,13,13,2,0,no,yes,no,no,1,2,5,14,15,14,17,4
GP,F,17,U,GT3,T,2,2,other,other,course,yes,no,mother,1,yes,yes,4,2,2,2,0,no,yes,no,no,1,1,3,12,11,9,9,2,0,no,yes,no,no,1,1,3,4,14,13,13,4
GP,F,17,R,LE3,T,2,2,services,services,course,yes,yes,mother,1,yes,no,3,3,2,3,0,no,yes,yes,yes,2,2,3,3,11,11,11,3,0,no,yes,no,yes,2,2,3,0,11,11,10,6
GP,F,17,U,GT3,T,3,1,services,services,course,no,yes,father,1,yes,no,3,4,3,3,0,no,yes,no,no,2,3,5,1,12,14,15,3,0,no,yes,no,no,2,3,5,0,17,18,17,6
GP,F,17,U,LE3,T,0,2,at_home,at_home,home,yes,yes,father,2,yes,no,3,3,3,3,0,no,no,no,no,2,3,2,0,16,15,15,3,0,no,no,no,no,2,3,2,0,14,14,15,6
GP,M,18,U,GT3,T,4,4,other,other,course,yes,yes,mother,1,yes,no,4,3,3,3,0,no,no,no,yes,2,2,3,3,9,12,11,3,0,no,no,no,yes,2,2,3,0,13,14,13,6
GP,M,17,U,GT3,T,3,3,other,services,reputation,no,yes,mother,1,yes,no,4,3,5,1,0,no,no,no,yes,3,5,5,3,14,15,16,1,0,no,no,no,yes,3,5,5,0,17,18,17,2
GP,M,17,R,GT3,T,2,2,services,other,course,yes,yes,mother,4,yes,no,4,4,5,1,0,no,yes,no,no,5,5,4,8,11,10,10,1,0,no,yes,no,no,5,5,4,2,11,10,10,2
GP,F,17,U,GT3,T,4,4,teacher,services,course,yes,yes,mother,1,yes,no,5,4,4,3,0,no,yes,yes,yes,1,3,4,7,10,9,9,3,0,no,yes,no,yes,1,3,4,0,13,12,13,6
GP,F,17,U,GT3,T,4,4,teacher,teacher,course,no,yes,mother,2,yes,yes,4,3,3,3,0,no,yes,yes,no,1,2,4,4,14,14,14,3,0,no,yes,no,no,1,2,4,4,15,14,15,6
GP,M,18,U,LE3,T,2,2,other,other,course,yes,yes,mother,1,yes,no,4,5,5,4,0,no,yes,no,yes,2,4,5,2,9,8,8,4,0,no,yes,yes,yes,2,4,5,0,11,11,12,8
GP,F,17,R,GT3,T,2,4,at_home,other,course,yes,yes,father,1,yes,yes,4,4,3,3,0,no,yes,no,no,1,1,5,7,12,14,14,3,0,no,yes,no,no,1,1,5,0,15,15,15,6
GP,F,18,U,GT3,T,3,3,services,services,home,yes,yes,mother,1,yes,no,5,3,4,2,0,no,no,no,yes,1,1,4,0,7,0,0,2,0,no,no,no,yes,1,1,4,8,10,11,12,4
GP,F,18,U,LE3,T,2,2,other,other,home,no,yes,other,1,yes,yes,4,3,3,2,0,no,no,no,yes,1,1,2,0,8,8,0,2,0,no,no,no,yes,1,1,2,0,10,9,12,4
GP,F,18,R,GT3,T,2,2,at_home,other,course,yes,no,mother,2,yes,no,4,4,4,4,0,no,no,no,yes,1,1,4,0,10,9,0,4,0,no,no,no,yes,1,1,4,6,14,13,14,8
GP,F,17,U,GT3,T,3,4,services,other,course,yes,yes,mother,1,yes,no,4,4,5,3,0,no,no,no,no,1,3,5,16,16,15,15,3,0,no,no,no,no,1,3,5,8,11,13,14,6
GP,F,17,U,GT3,T,3,2,other,other,home,yes,yes,mother,1,yes,yes,4,3,2,2,0,no,yes,yes,no,2,3,2,0,7,8,0,2,0,no,yes,no,no,2,3,2,0,12,13,15,4
GP,F,18,U,LE3,T,3,3,services,services,home,yes,yes,mother,1,yes,no,5,3,3,4,0,no,yes,no,no,1,1,1,7,16,15,17,4,0,no,yes,no,no,1,1,1,4,14,14,15,8
GP,F,17,R,GT3,A,3,2,other,other,home,yes,yes,mother,1,yes,no,4,3,3,2,0,no,yes,yes,no,2,3,2,4,9,10,10,2,0,no,yes,no,no,2,3,2,0,14,14,16,4
GP,M,18,U,GT3,T,4,4,teacher,services,home,yes,yes,father,1,yes,no,4,3,3,2,1,no,yes,no,yes,2,2,2,0,10,10,0,2,0,no,yes,no,yes,2,2,2,0,12,12,13,4
GP,M,18,U,LE3,T,3,4,services,other,home,yes,yes,mother,1,yes,yes,4,3,3,2,0,no,no,no,yes,1,3,5,11,16,15,15,2,0,no,no,no,yes,1,3,5,6,16,16,17,4
GP,F,17,U,GT3,A,2,2,at_home,at_home,home,yes,yes,father,1,yes,yes,3,3,1,2,1,no,yes,no,no,1,2,4,0,9,8,0,2,0,no,yes,no,no,1,2,4,18,10,12,14,4
GP,F,18,U,GT3,T,2,3,at_home,other,course,yes,yes,mother,1,yes,no,4,3,3,3,0,no,yes,no,no,1,2,3,4,11,10,10,3,0,no,yes,no,no,1,2,3,0,11,12,14,6
GP,F,18,U,GT3,T,3,2,other,services,other,yes,yes,mother,1,yes,yes,5,4,3,3,0,no,no,no,no,2,3,1,7,13,13,14,3,0,no,no,no,no,2,3,1,4,14,16,17,6
GP,M,18,R,GT3,T,4,3,teacher,services,course,yes,yes,mother,1,yes,yes,5,3,2,3,0,no,no,no,no,1,2,4,9,16,15,16,3,0,no,no,no,no,1,2,4,4,15,14,17,6
GP,M,18,U,GT3,T,4,3,teacher,other,course,yes,yes,mother,1,yes,yes,5,4,5,3,0,no,yes,yes,no,2,3,5,0,10,10,9,3,0,no,yes,no,no,2,3,5,0,14,13,14,6
GP,F,17,U,GT3,T,4,3,health,other,reputation,yes,yes,mother,1,yes,yes,4,4,3,3,0,no,yes,yes,yes,1,3,4,0,13,15,15,3,0,no,yes,no,yes,1,3,4,0,11,12,13,6
MS,M,18,R,GT3,T,3,2,other,other,course,no,yes,mother,2,yes,no,2,5,5,1,1,no,yes,no,no,5,5,5,10,11,13,13,1,0,no,yes,no,no,5,5,5,8,9,10,11,2
MS,M,19,R,GT3,T,1,1,other,services,home,yes,yes,other,3,yes,no,5,4,4,2,3,no,no,no,no,3,3,2,8,8,7,8,2,1,no,no,no,no,3,3,2,8,10,9,11,4
MS,M,17,U,GT3,T,3,3,health,other,course,yes,yes,mother,2,yes,no,4,5,4,2,0,no,yes,yes,no,2,3,3,2,13,13,13,2,1,no,yes,no,no,2,3,3,4,8,9,10,4
MS,M,18,U,LE3,T,1,3,at_home,services,course,yes,yes,mother,1,no,yes,4,3,3,1,1,no,no,no,no,2,3,3,7,8,7,8,1,0,no,no,no,no,2,3,3,0,9,10,9,2
MS,M,19,R,GT3,T,1,1,other,other,home,yes,yes,other,3,yes,no,4,4,4,1,1,no,yes,no,no,3,3,5,4,8,8,8,1,1,no,yes,no,no,3,3,5,4,8,9,10,2
MS,M,17,R,GT3,T,4,3,services,other,home,no,yes,mother,2,yes,yes,4,5,5,2,0,no,yes,yes,yes,1,3,2,4,13,11,11,2,1,no,yes,yes,yes,1,3,2,4,10,11,11,4
MS,F,18,U,GT3,T,3,3,services,services,course,yes,no,father,1,yes,yes,5,3,4,2,0,no,yes,no,no,1,1,5,0,10,9,9,2,0,no,yes,no,no,1,1,5,0,10,10,10,4
MS,F,17,R,GT3,T,4,4,teacher,services,other,yes,yes,father,2,yes,no,4,3,3,2,0,no,yes,yes,yes,1,2,5,4,12,13,13,2,0,no,yes,yes,yes,1,2,5,2,12,12,12,4
MS,F,17,U,LE3,A,3,2,services,other,reputation,yes,no,mother,2,yes,yes,1,2,3,2,0,no,no,no,no,1,2,5,2,12,12,11,2,0,no,no,no,no,1,2,5,0,15,14,15,4
MS,M,18,U,LE3,T,1,1,other,services,home,no,yes,father,2,yes,yes,3,3,2,1,0,no,no,no,no,1,2,3,4,10,10,10,1,0,no,no,no,no,1,2,3,2,14,13,14,2
MS,F,18,U,LE3,T,1,1,at_home,services,course,yes,yes,father,2,yes,no,5,3,2,3,0,no,no,no,no,1,1,4,0,18,16,16,3,0,no,no,no,no,1,1,4,0,19,17,18,6
MS,F,18,U,GT3,T,3,3,services,services,other,yes,yes,mother,2,yes,yes,4,3,2,2,0,no,yes,no,no,1,3,3,0,11,11,10,2,0,no,yes,no,no,1,3,3,6,13,12,13,4
MS,F,17,U,LE3,T,4,4,at_home,at_home,course,yes,yes,mother,1,yes,yes,2,3,4,2,0,no,yes,yes,yes,1,1,1,0,16,15,15,2,0,no,yes,no,yes,1,1,1,4,15,14,15,4
MS,F,17,R,GT3,T,1,2,other,services,course,no,no,father,2,yes,no,3,2,2,2,0,no,no,no,no,1,2,3,0,12,11,12,2,0,no,no,no,no,1,2,3,0,13,13,13,4
MS,M,18,R,GT3,T,1,3,at_home,other,course,yes,no,mother,2,yes,no,3,3,4,2,0,no,yes,yes,no,2,4,3,4,10,10,10,2,0,no,yes,yes,no,2,4,3,0,8,10,9,4
MS,M,18,U,LE3,T,4,4,teacher,services,other,yes,yes,mother,2,yes,yes,4,2,2,3,0,no,no,yes,no,2,2,5,0,13,13,13,3,0,no,no,no,no,2,2,5,0,15,16,16,6
MS,F,17,R,GT3,T,1,1,other,services,reputation,yes,yes,mother,3,yes,yes,5,2,1,1,1,no,yes,yes,no,1,2,1,0,7,6,0,1,1,no,yes,no,no,1,2,1,0,8,8,9,2
MS,F,18,U,GT3,T,2,3,at_home,services,course,yes,yes,father,2,yes,yes,5,2,3,1,0,no,yes,yes,no,1,2,4,0,11,10,10,1,0,no,yes,no,no,1,2,4,0,10,10,10,2
MS,F,18,R,GT3,T,4,4,other,teacher,other,no,yes,father,3,yes,yes,3,2,2,2,0,no,yes,yes,no,4,2,5,10,14,12,11,2,0,no,yes,no,no,4,2,5,0,7,5,0,4
MS,M,18,R,LE3,T,1,2,at_home,services,other,yes,yes,father,3,no,yes,4,3,3,1,0,no,yes,yes,yes,2,3,3,3,14,12,12,1,0,no,yes,no,yes,2,3,3,3,9,10,10,2
MS,F,17,U,GT3,T,2,2,other,at_home,home,yes,no,mother,1,yes,yes,3,4,3,3,0,no,no,no,yes,1,1,3,8,13,11,11,3,0,no,no,no,yes,1,1,3,8,10,11,12,6
MS,F,17,R,GT3,T,1,2,other,other,course,yes,yes,mother,1,yes,no,3,5,5,1,0,no,no,no,yes,1,3,1,14,6,5,5,1,0,no,no,no,yes,1,3,1,4,7,8,9,2
MS,F,18,R,LE3,T,4,4,other,other,reputation,yes,yes,mother,2,yes,no,5,4,4,3,0,no,no,no,no,1,1,1,0,19,18,19,3,0,no,no,no,no,1,1,1,0,15,17,17,6
MS,F,18,R,GT3,T,1,1,other,other,home,yes,yes,mother,4,yes,no,4,3,2,3,0,no,no,no,no,1,2,4,2,8,8,10,3,0,no,no,no,no,1,2,4,4,10,11,12,6
MS,F,18,R,LE3,T,4,4,teacher,services,course,yes,yes,mother,1,yes,no,5,4,3,2,0,no,no,yes,yes,3,4,2,4,8,9,10,2,0,no,no,no,yes,3,4,2,1,13,14,14,4
MS,F,18,U,GT3,T,3,3,other,other,home,yes,yes,mother,1,yes,yes,4,1,3,2,0,no,no,yes,no,1,2,1,0,15,15,15,2,0,no,no,no,no,1,2,1,1,16,16,16,4
MS,F,17,R,GT3,T,3,1,at_home,other,reputation,no,yes,mother,1,yes,no,4,5,4,2,0,no,yes,yes,yes,2,3,1,17,10,10,10,2,0,no,yes,no,yes,2,3,1,10,8,9,9,4
MS,M,18,U,GT3,T,4,4,teacher,teacher,home,no,yes,father,1,yes,no,3,2,4,2,0,no,no,yes,yes,1,4,2,4,15,14,14,2,0,no,no,no,yes,1,4,2,4,17,18,19,4
MS,M,18,R,GT3,T,2,1,other,other,other,no,yes,mother,2,yes,yes,4,4,3,1,0,no,no,no,yes,1,3,5,5,7,6,7,1,0,no,no,no,yes,1,3,5,0,7,7,0,2
MS,M,17,U,GT3,T,2,3,other,services,home,yes,yes,father,2,yes,no,4,4,3,2,0,no,no,no,yes,1,1,3,2,11,11,10,2,0,no,no,no,yes,1,1,3,4,14,15,16,4
MS,M,19,R,GT3,T,1,1,other,services,other,yes,no,mother,2,yes,no,4,3,2,1,1,no,no,no,no,1,3,5,0,6,5,0,1,1,no,no,no,no,1,3,5,0,5,8,0,2
MS,M,18,R,GT3,T,4,2,other,other,home,yes,no,father,2,yes,no,5,4,3,1,1,no,no,yes,no,4,3,3,14,6,5,5,1,1,no,no,yes,no,4,3,3,0,7,7,0,2
MS,F,18,R,GT3,T,2,2,at_home,other,other,yes,no,mother,2,yes,no,5,3,3,3,0,no,no,yes,no,1,3,4,2,10,9,10,3,0,no,no,no,no,1,3,4,0,14,17,15,6
MS,F,18,R,GT3,T,4,4,teacher,at_home,reputation,yes,yes,mother,3,yes,yes,4,4,3,1,0,no,yes,yes,yes,2,2,5,7,6,5,6,1,0,no,yes,no,yes,2,2,5,4,7,9,10,2
MS,F,19,R,GT3,T,2,3,services,other,course,no,yes,mother,1,yes,no,5,4,2,3,1,no,no,no,yes,1,2,5,0,7,5,0,3,1,no,no,no,yes,1,2,5,4,10,11,10,6
MS,F,18,U,LE3,T,3,1,teacher,services,course,yes,yes,mother,1,yes,no,4,3,4,2,0,no,yes,yes,no,1,1,1,0,7,9,8,2,0,no,yes,no,no,1,1,1,4,15,15,16,4
MS,F,18,U,GT3,T,1,1,other,other,course,yes,no,mother,2,yes,no,1,1,1,2,1,no,no,no,yes,1,1,5,0,6,5,0,2,0,no,no,no,yes,1,1,5,6,11,12,9,4
MS,M,17,U,LE3,T,3,1,services,services,course,no,yes,mother,2,yes,no,2,4,5,1,0,no,no,no,no,3,4,2,3,14,16,16,1,0,no,no,no,no,3,4,2,6,10,10,10,2
MS,M,18,R,LE3,T,3,2,services,other,course,no,yes,mother,3,yes,no,4,4,1,1,0,no,no,no,no,3,4,5,0,11,12,10,1,0,no,no,no,no,3,4,5,4,10,11,11,2
